customer_id,name,country,age,signup_date,plan,is_paid_plan,monthly_transactions,failed_payments,monthly_revenue,churn_probability,churned
2126,Donald Johnson,France,41,2026-05-11,Gold,True,40,2,11.190000000000001,0.12,1
2127,Kenneth Foster,France,20,2024-07-23,Silver,True,53,2,8.23,0.12,0
2128,Charles Gonzalez,United Kingdom,62,2024-08-09,Basic,False,13,0,2.54,0.18,0
2129,John Rice,Australia,24,2025-07-03,Gold,True,43,3,11.43,0.16999999999999998,1
2130,Luis Todd,United States,42,2026-03-23,Basic,False,10,0,2.3,0.18,0
2131,Debra Maldonado,United Kingdom,20,2024-08-30,Gold,True,43,0,11.43,0.12,0
2132,Joseph Mcguire,United Kingdom,32,2024-10-31,Basic,False,29,0,3.82,0.18,0
2133,Christine Miller,Germany,46,2026-05-08,Gold,True,46,4,11.67,0.16999999999999998,0
2134,Sandra Small,Germany,46,2024-11-24,Silver,True,60,2,8.79,0.12,0
2135,Michael Hernandez,Japan,27,2026-03-03,Basic,False,18,0,2.94,0.18,0
2136,Lauren Williams,Australia,49,2025-03-31,Silver,True,50,2,7.99,0.12,0
2137,Jeff Norton,United Kingdom,40,2025-05-07,Basic,False,18,1,2.94,0.18,0
2138,Elizabeth Galvan,Japan,56,2026-02-23,Basic,False,18,5,2.94,0.22999999999999998,1
2139,Emily Johnson,United Kingdom,26,2025-03-31,Basic,False,21,2,3.1799999999999997,0.18,0
2140,Jessica Griffith,Australia,54,2025-03-19,Basic,False,21,0,3.1799999999999997,0.18,0
2141,Natasha Garrett,Singapore,57,2025-01-30,Basic,False,13,1,2.54,0.18,0
2142,Susan Durham,Germany,31,2025-01-12,Basic,False,15,0,2.7,0.18,1
2143,Ronald Shields,Japan,21,2026-06-30,Basic,False,15,0,2.7,0.18,0
2144,Joe Garcia,United Kingdom,37,2024-09-27,Basic,False,22,0,3.26,0.18,1
2145,Jennifer Nelson,Germany,45,2025-07-01,Basic,False,16,1,2.7800000000000002,0.18,0
2146,Robert Osborn,Singapore,31,2026-04-08,Silver,True,44,2,7.51,0.12,0
2147,Diana Potts,United States,61,2024-08-30,Silver,True,53,3,8.23,0.16999999999999998,0
2148,Michelle Washington,United States,51,2025-01-25,Basic,False,19,0,3.02,0.18,0
2149,Brenda Woods,Germany,30,2025-07-06,Gold,True,52,2,12.15,0.12,0
2150,Alexander Green,Singapore,48,2024-08-25,Silver,True,44,3,7.51,0.16999999999999998,0
2151,Richard Price,United Kingdom,50,2026-04-11,Silver,True,45,0,7.59,0.12,0
2152,Melissa Fletcher,United Kingdom,56,2025-11-02,Basic,False,20,1,3.1,0.18,0
2153,Valerie Myers,Japan,45,2025-10-15,Basic,False,23,2,3.34,0.18,0
2154,Laura Flores,Singapore,42,2024-07-19,Gold,True,46,1,11.67,0.12,0
2155,Cheyenne Massey,United Kingdom,49,2024-12-27,Gold,True,37,3,10.95,0.16999999999999998,0
2156,Jeremy Mclean,United Kingdom,26,2025-10-14,Basic,False,17,1,2.8600000000000003,0.18,0
2157,Christina Pittman,United Kingdom,45,2026-03-09,Basic,False,24,1,3.42,0.18,0
2158,Kevin Cox,United Kingdom,48,2026-02-16,Silver,True,43,1,7.43,0.12,0
2159,Meagan Cruz,United States,34,2025-05-03,Silver,True,48,2,7.83,0.12,0
2160,Amanda Hunter,Japan,40,2025-09-11,Gold,True,52,3,12.15,0.16999999999999998,0
2161,Terry Brooks,France,30,2026-05-30,Basic,False,11,1,2.38,0.18,0
2162,Cole Mora,France,27,2026-06-14,Basic,False,19,1,3.02,0.18,0
2163,Charles Douglas,United States,33,2026-01-30,Basic,False,14,1,2.62,0.18,0
2164,Jeffery Mills,Singapore,23,2025-03-06,Basic,False,18,3,2.94,0.22999999999999998,1
2165,Ashley Stephens,Germany,28,2024-07-28,Basic,False,18,0,2.94,0.18,0
2166,Michael Pham,Canada,20,2024-10-07,Gold,True,40,2,11.190000000000001,0.12,0
2167,Erika Figueroa,France,45,2025-12-02,Basic,False,15,1,2.7,0.18,0
2168,Ronald Goodman,United Kingdom,58,2024-07-23,Gold,True,56,3,12.47,0.16999999999999998,0
2169,Tracy Walton,Japan,32,2025-10-23,Basic,False,21,0,3.1799999999999997,0.18,0
2170,John Cannon,United Kingdom,30,2026-04-16,Basic,False,18,1,2.94,0.18,1
2171,Elizabeth Sloan,Japan,59,2024-12-12,Basic,False,11,1,2.38,0.18,0
2172,Julie Deleon,United Kingdom,62,2025-12-14,Basic,False,23,1,3.34,0.18,1
2173,Patty Burton,United Kingdom,34,2026-04-16,Gold,True,51,2,12.07,0.12,0
2174,Melissa Warner,Australia,24,2025-07-22,Basic,False,22,0,3.26,0.18,0
2175,Erin Cobb DDS,United Kingdom,45,2025-11-19,Basic,False,19,0,3.02,0.18,0
2176,Debra Floyd,Singapore,55,2025-06-11,Basic,False,15,1,2.7,0.18,0
2177,Wesley Camacho,United Kingdom,30,2024-09-15,Basic,False,15,1,2.7,0.18,0
2178,Donald Garza,France,34,2024-09-11,Gold,True,41,0,11.27,0.12,0
2179,John Wilson,Japan,32,2025-06-06,Basic,False,18,0,2.94,0.18,0
2180,Marcus Williams,Germany,53,2025-04-09,Silver,True,36,0,6.87,0.12,0
2181,Rodney Howard,United Kingdom,45,2025-12-13,Silver,True,51,3,8.07,0.16999999999999998,0
2182,Glenn Neal,United Kingdom,32,2025-06-14,Basic,False,23,0,3.34,0.18,0
2183,Jeffrey Mcguire,United Kingdom,63,2025-03-12,Basic,False,18,0,2.94,0.18,0
2184,Heather Jones,United Kingdom,28,2026-02-15,Silver,True,45,1,7.59,0.12,0
2185,Kenneth Cook,France,48,2026-05-13,Silver,True,43,3,7.43,0.16999999999999998,0
2186,Catherine Gonzales,Australia,21,2024-10-30,Basic,False,18,0,2.94,0.18,0
2187,Nicholas Hall,Australia,52,2024-10-06,Basic,False,11,0,2.38,0.18,0
2188,Mark Hooper,Japan,51,2024-12-07,Basic,False,22,1,3.26,0.18,0
2189,Randy Williams,Singapore,44,2025-08-25,Basic,False,16,1,2.7800000000000002,0.18,0
2190,Anne Phelps,France,27,2024-11-05,Basic,False,17,1,2.8600000000000003,0.18,0
2191,Lori Holmes,United Kingdom,47,2026-02-15,Basic,False,31,1,3.98,0.18,0
2192,Nicholas Hudson,Australia,62,2025-01-13,Basic,False,22,0,3.26,0.18,1
2193,Gabriel Wilson,Japan,37,2025-01-09,Basic,False,27,1,3.66,0.18,1
2194,Jenna Lambert,Germany,46,2025-01-18,Basic,False,21,0,3.1799999999999997,0.18,0
2195,Sean Calderon,United Kingdom,46,2025-04-30,Gold,True,45,1,11.59,0.12,0
2196,Jason Palmer,United States,40,2024-10-28,Silver,True,55,4,8.39,0.16999999999999998,0
2197,Kenneth Lozano,United States,38,2026-06-19,Platinum,True,46,3,18.67,0.16999999999999998,0
2198,Lauren Jones,Australia,60,2025-02-04,Basic,False,19,0,3.02,0.18,0
2199,Nathan Harris,Germany,27,2025-03-09,Silver,True,42,2,7.35,0.12,0
2200,Tricia Morgan,United States,58,2026-06-05,Basic,False,18,2,2.94,0.18,0
2201,Brittany Barnes,Canada,29,2025-06-26,Silver,True,43,1,7.43,0.12,1
2202,Emily Davis,United Kingdom,47,2025-03-19,Basic,False,18,2,2.94,0.18,1
2203,Sarah Reeves,United States,50,2026-04-04,Basic,False,28,1,3.74,0.18,0
2204,Julie Gardner,United Kingdom,35,2026-02-09,Platinum,True,46,2,18.67,0.12,1
2205,Kathryn Orr,Japan,31,2025-12-23,Basic,False,16,3,2.7800000000000002,0.22999999999999998,0
2206,Joseph Weber,Australia,39,2025-09-02,Platinum,True,37,1,17.95,0.12,0
2207,Rachel Acosta,United Kingdom,38,2025-04-28,Basic,False,16,0,2.7800000000000002,0.18,0
2208,Evan Lyons,Australia,18,2025-01-05,Basic,False,13,0,2.54,0.18,0
2209,Anthony Garcia,United Kingdom,60,2026-02-02,Basic,False,13,1,2.54,0.18,0
2210,Jamie Bishop,Australia,32,2026-02-15,Silver,True,41,1,7.2700000000000005,0.12,1
2211,Tracy Baldwin,Japan,53,2024-07-24,Basic,False,14,0,2.62,0.18,0
2212,Diane Williams,Singapore,64,2026-02-20,Platinum,True,38,2,18.03,0.12,0
2213,Margaret Fry,United Kingdom,39,2024-11-08,Basic,False,17,0,2.8600000000000003,0.18,0
2214,Nathan Lawson,Canada,49,2025-03-27,Silver,True,45,0,7.59,0.12,1
2215,Joseph Webb,Japan,63,2025-08-20,Basic,False,32,0,4.0600000000000005,0.18,0
2216,Misty Cox,United Kingdom,50,2025-11-18,Basic,False,15,1,2.7,0.18,0
2217,Mr. Travis Kelly,Singapore,58,2025-05-27,Basic,False,22,2,3.26,0.18,1
2218,Mark Kline,United Kingdom,56,2024-12-23,Basic,False,23,1,3.34,0.18,1
2219,Kevin Gentry,Australia,40,2026-04-03,Basic,False,14,0,2.62,0.18,0
2220,Jessica Smith,United Kingdom,60,2026-05-04,Basic,False,23,1,3.34,0.18,0
2221,Carl Smith,Japan,19,2024-11-09,Basic,False,21,0,3.1799999999999997,0.18,0
2222,Katherine Manning,Germany,19,2024-08-22,Basic,False,26,2,3.58,0.18,1
2223,Shawn Howard,United Kingdom,55,2024-09-30,Basic,False,14,1,2.62,0.18,0
2224,Crystal Adams,United Kingdom,46,2025-04-03,Basic,False,13,0,2.54,0.18,1
2225,Steven Hernandez,United Kingdom,63,2025-03-12,Basic,False,17,0,2.8600000000000003,0.18,0
2226,Shannon Whitney,United States,20,2025-04-28,Platinum,True,50,2,18.990000000000002,0.12,1
2227,Jeff Lane,United Kingdom,56,2025-09-09,Platinum,True,51,3,19.07,0.16999999999999998,0
2228,William Castillo,France,24,2024-11-07,Basic,False,28,3,3.74,0.22999999999999998,0
2229,Heather Yang,United Kingdom,53,2026-05-17,Platinum,True,62,1,19.95,0.12,0
2230,Denise Mueller,United Kingdom,46,2026-05-15,Silver,True,39,3,7.11,0.16999999999999998,0
2231,Kevin Bailey,Japan,54,2024-12-11,Basic,False,17,0,2.8600000000000003,0.18,0
2232,Nancy English,United Kingdom,53,2025-01-27,Basic,False,17,0,2.8600000000000003,0.18,0
2233,Sarah Moon,Australia,40,2024-10-13,Gold,True,45,0,11.59,0.12,0
2234,Carmen Bradshaw,Australia,62,2026-05-30,Silver,True,45,0,7.59,0.12,0
2235,Monica Graves,France,33,2025-08-03,Gold,True,50,0,11.99,0.12,0
2236,Jeffrey Johnson Jr.,France,48,2025-02-11,Gold,True,52,1,12.15,0.12,0
2237,Bianca Lopez,Australia,51,2024-07-06,Basic,False,11,1,2.38,0.18,0
2238,Jaime Villa,United Kingdom,18,2024-11-15,Basic,False,28,0,3.74,0.18,1
2239,Julia Barnett,United Kingdom,35,2025-01-07,Basic,False,20,1,3.1,0.18,0
2240,Natalie Galloway,United Kingdom,57,2025-09-17,Basic,False,17,0,2.8600000000000003,0.18,0
2241,Priscilla Hebert,Singapore,60,2025-04-27,Basic,False,13,3,2.54,0.22999999999999998,1
2242,Aaron Larsen,United Kingdom,32,2024-08-27,Basic,False,17,0,2.8600000000000003,0.18,0
2243,Timothy Foster,Germany,34,2025-08-05,Basic,False,25,0,3.5,0.18,0
2244,Cynthia Carroll,Canada,61,2025-06-24,Basic,False,19,3,3.02,0.22999999999999998,0
2245,Rebecca Garcia,Australia,27,2025-08-05,Basic,False,21,1,3.1799999999999997,0.18,0
2246,Jessica Robbins,Germany,37,2025-08-01,Basic,False,17,0,2.8600000000000003,0.18,0
2247,Steven Cooper,United Kingdom,23,2024-10-21,Basic,False,16,0,2.7800000000000002,0.18,0
2248,Corey Hughes,Singapore,25,2025-03-29,Basic,False,26,0,3.58,0.18,0
2249,Michael Turner,France,62,2024-11-18,Silver,True,43,2,7.43,0.12,1
2250,Steven Page,United Kingdom,51,2026-04-18,Platinum,True,43,2,18.43,0.12,0
2251,Jennifer Schmitt,United Kingdom,49,2025-04-16,Basic,False,25,1,3.5,0.18,0
2252,Kaitlin Conway,Australia,59,2026-04-17,Basic,False,17,2,2.8600000000000003,0.18,0
2253,Travis Miller,France,21,2025-10-16,Gold,True,34,1,10.71,0.12,0
2254,Tammy Neal,Singapore,61,2025-11-24,Basic,False,17,0,2.8600000000000003,0.18,0
2255,John Mendoza,Australia,56,2025-12-24,Gold,True,44,1,11.51,0.12,0
2256,Jerome Lewis,Germany,37,2025-06-10,Basic,False,19,0,3.02,0.18,0
2257,Kimberly Washington,Germany,41,2025-10-07,Gold,True,39,1,11.11,0.12,0
2258,Benjamin Kennedy,United States,41,2025-11-11,Platinum,True,49,6,18.91,0.16999999999999998,0
2259,Brandon Oneal,United Kingdom,43,2025-08-13,Silver,True,39,1,7.11,0.12,0
2260,Jeremy Wang,United States,42,2026-01-09,Basic,False,18,1,2.94,0.18,0
2261,Patricia Page,Singapore,53,2026-02-09,Gold,True,39,1,11.11,0.12,0
2262,Joel Alvarez,France,24,2024-12-11,Gold,True,40,0,11.190000000000001,0.12,1
2263,Brenda Bryant,Australia,27,2025-02-10,Silver,True,42,2,7.35,0.12,0
2264,William Dean,United States,64,2025-06-06,Basic,False,23,1,3.34,0.18,0
2265,Allison Stokes,France,29,2024-08-05,Gold,True,38,0,11.030000000000001,0.12,0
2266,Andrew Davis,France,18,2026-05-02,Basic,False,23,2,3.34,0.18,0
2267,Aaron Weber,France,42,2026-02-23,Basic,False,16,0,2.7800000000000002,0.18,0
2268,Stephanie Hood,Japan,33,2025-10-28,Basic,False,21,0,3.1799999999999997,0.18,1
2269,Terry Davis,United Kingdom,22,2025-04-20,Basic,False,19,1,3.02,0.18,0
2270,Mackenzie Gonzalez,Germany,36,2026-06-10,Silver,True,48,0,7.83,0.12,0
2271,Travis Sanders,United Kingdom,21,2025-10-27,Silver,True,49,2,7.91,0.12,0
2272,Thomas Green,United States,23,2025-08-18,Basic,False,17,1,2.8600000000000003,0.18,0
2273,Matthew Jackson,Germany,43,2024-09-06,Silver,True,47,3,7.75,0.16999999999999998,1
2274,Christina Maynard,France,56,2025-06-25,Platinum,True,50,1,18.990000000000002,0.12,0
2275,Laura Boyle,Canada,56,2025-02-12,Basic,False,15,1,2.7,0.18,0
2276,Elizabeth Garrison,France,26,2025-03-06,Silver,True,37,2,6.95,0.12,0
2277,David Kim,Japan,62,2026-02-12,Basic,False,18,1,2.94,0.18,0
2278,Ashley Stone,Germany,31,2026-06-21,Basic,False,22,3,3.26,0.22999999999999998,0
2279,Randy Lane,France,26,2025-07-18,Basic,False,21,2,3.1799999999999997,0.18,0
2280,Carol Reese,United Kingdom,32,2024-08-15,Basic,False,14,0,2.62,0.18,0
2281,Troy Bell,United Kingdom,54,2025-11-20,Basic,False,16,1,2.7800000000000002,0.18,0
2282,Christian Duncan,United States,37,2024-12-11,Platinum,True,45,3,18.59,0.16999999999999998,0
2283,Janet Hughes,Germany,25,2026-04-09,Silver,True,39,1,7.11,0.12,1
2284,Lisa Murray,United Kingdom,49,2025-12-24,Basic,False,22,1,3.26,0.18,0
2285,Lindsey Kelly,United Kingdom,64,2024-12-28,Basic,False,22,0,3.26,0.18,0
2286,Kevin Santiago,United Kingdom,38,2026-01-16,Basic,False,24,2,3.42,0.18,0
2287,Amanda Nguyen,Canada,58,2024-12-18,Basic,False,16,1,2.7800000000000002,0.18,0
2288,Megan Morales,United Kingdom,36,2024-11-04,Basic,False,21,2,3.1799999999999997,0.18,0
2289,John Williams,Germany,46,2026-04-26,Basic,False,15,1,2.7,0.18,0
2290,Austin Carpenter,United Kingdom,48,2025-02-24,Basic,False,10,1,2.3,0.18,1
2291,David Sullivan Jr.,France,23,2025-06-15,Basic,False,21,0,3.1799999999999997,0.18,0
2292,Steve Miller,United Kingdom,21,2026-03-30,Basic,False,12,1,2.46,0.18,0
2293,Melissa Thompson,United Kingdom,60,2024-07-12,Gold,True,46,4,11.67,0.16999999999999998,0
2294,Jeremy Clark,Germany,46,2026-03-18,Basic,False,13,1,2.54,0.18,0
2295,Tina Roberts,United Kingdom,59,2026-04-14,Basic,False,18,1,2.94,0.18,0
2296,Daniel Bradley,United Kingdom,20,2025-09-07,Basic,False,20,2,3.1,0.18,1
2297,William Bradley,United Kingdom,18,2025-04-20,Platinum,True,46,0,18.67,0.12,1
2298,Samuel Robinson,United Kingdom,61,2026-02-05,Gold,True,49,0,11.91,0.12,0
2299,Sean Mendez,United Kingdom,32,2025-07-16,Silver,True,55,5,8.39,0.16999999999999998,0
2300,Nancy Palmer,United Kingdom,64,2025-06-06,Platinum,True,41,2,18.27,0.12,0
2301,Jessica Miller,Singapore,38,2024-11-07,Basic,False,16,0,2.7800000000000002,0.18,0
2302,Michael Chavez,Germany,63,2025-10-10,Platinum,True,40,1,18.19,0.12,0
2303,Andrew Nielsen,Germany,48,2024-11-21,Basic,False,15,1,2.7,0.18,0
2304,James Barnes,United Kingdom,24,2025-06-25,Basic,False,21,1,3.1799999999999997,0.18,1
2305,Tracey Jones,Australia,34,2026-05-27,Silver,True,47,1,7.75,0.12,1
2306,Marvin Booth,United States,36,2025-03-23,Basic,False,22,1,3.26,0.18,0
2307,Steven Daniel,United Kingdom,56,2025-11-08,Silver,True,54,3,8.31,0.16999999999999998,0
2308,Charles Chavez,France,20,2025-04-05,Basic,False,22,3,3.26,0.22999999999999998,0
2309,Casey Freeman,United Kingdom,47,2025-12-08,Silver,True,39,2,7.11,0.12,0
2310,Erik Keller,United Kingdom,52,2025-02-12,Basic,False,15,1,2.7,0.18,0
2311,Ashlee Harvey,Germany,46,2025-12-24,Basic,False,20,1,3.1,0.18,0
2312,Nancy Baker,Australia,31,2026-07-01,Gold,True,44,2,11.51,0.12,0
2313,Carol Ayala,Germany,52,2025-08-27,Gold,True,37,0,10.95,0.12,0
2314,Stephanie George,Japan,45,2024-07-10,Platinum,True,41,1,18.27,0.12,0
2315,Mary Palmer,Canada,47,2026-01-28,Silver,True,51,2,8.07,0.12,0
2316,Shelly Young,United Kingdom,43,2026-05-06,Silver,True,37,1,6.95,0.12,0
2317,Jeremiah Spencer,United Kingdom,24,2024-11-04,Basic,False,26,1,3.58,0.18,0
2318,Jonathan Smith,United States,56,2025-03-29,Basic,False,18,3,2.94,0.22999999999999998,1
2319,Hannah Huerta,United States,48,2025-02-10,Basic,False,14,0,2.62,0.18,0
2320,Jason Jordan,United States,22,2025-11-07,Basic,False,19,0,3.02,0.18,0
2321,James Jones,Australia,52,2025-07-04,Gold,True,39,2,11.11,0.12,0
2322,David Jackson,Japan,64,2026-02-15,Basic,False,20,0,3.1,0.18,1
2323,Michael Ross,France,31,2026-03-23,Platinum,True,55,3,19.39,0.16999999999999998,0
2324,David Heath,United Kingdom,53,2025-11-03,Basic,False,17,0,2.8600000000000003,0.18,0
2325,Mandy Holt,Singapore,44,2025-09-22,Silver,True,41,2,7.2700000000000005,0.12,1
2326,Nicholas Carlson,Canada,41,2025-09-26,Basic,False,15,1,2.7,0.18,0
2327,Ashley Fisher,Singapore,57,2026-01-08,Basic,False,17,1,2.8600000000000003,0.18,0
2328,Stephen Peters,United Kingdom,46,2025-07-25,Platinum,True,44,0,18.51,0.12,1
2329,Stephanie Rodriguez,France,62,2025-04-09,Basic,False,19,1,3.02,0.18,0
2330,Paul Smith,United Kingdom,39,2026-05-26,Basic,False,20,0,3.1,0.18,0
2331,Jennifer Carroll,United Kingdom,25,2025-07-19,Basic,False,23,1,3.34,0.18,0
2332,Mary Thompson,United Kingdom,32,2026-01-03,Basic,False,22,1,3.26,0.18,0
2333,Sarah Wright,France,22,2025-12-15,Basic,False,17,1,2.8600000000000003,0.18,0
2334,Kevin Osborne,Japan,21,2025-06-21,Silver,True,39,1,7.11,0.12,0
2335,Hector Conner,United Kingdom,28,2025-08-16,Basic,False,16,0,2.7800000000000002,0.18,1
2336,Kim Rodriguez,United States,35,2024-11-22,Basic,False,14,0,2.62,0.18,0
2337,Zachary Gonzalez,United States,59,2025-10-10,Basic,False,21,1,3.1799999999999997,0.18,0
2338,Randall Perez,United States,47,2026-01-05,Gold,True,46,3,11.67,0.16999999999999998,0
2339,Elizabeth Martinez,United Kingdom,32,2025-08-19,Gold,True,36,0,10.870000000000001,0.12,0
2340,Kevin Brown,United States,23,2025-07-28,Basic,False,12,1,2.46,0.18,0
2341,Gabriel Mack,Japan,33,2025-02-27,Basic,False,18,0,2.94,0.18,0
2342,Jessica Wells,United Kingdom,64,2025-10-19,Basic,False,14,1,2.62,0.18,1
2343,Kristina Rogers,United Kingdom,57,2026-05-23,Gold,True,54,1,12.31,0.12,0
2344,James Perez,United States,26,2024-07-24,Silver,True,48,3,7.83,0.16999999999999998,1
2345,Tiffany Torres,Australia,60,2026-06-25,Gold,True,41,3,11.27,0.16999999999999998,1
2346,Penny Graham,France,51,2025-02-07,Basic,False,13,0,2.54,0.18,0
2347,Melinda Lewis,Japan,44,2025-06-16,Basic,False,19,1,3.02,0.18,0
2348,Tanya Kaiser,United States,30,2025-11-26,Basic,False,20,1,3.1,0.18,0
2349,Daniel Everett,France,53,2025-11-09,Basic,False,24,1,3.42,0.18,0
2350,Heather Brown,United Kingdom,44,2025-03-26,Basic,False,19,1,3.02,0.18,0
2351,Robert Shah,France,26,2024-07-05,Basic,False,21,2,3.1799999999999997,0.18,0
2352,Heather Oliver,Australia,22,2026-04-03,Silver,True,52,1,8.15,0.12,0
2353,Cody Martinez,France,39,2026-04-22,Basic,False,17,0,2.8600000000000003,0.18,0
2354,Alexander Anderson,Australia,48,2025-05-22,Gold,True,40,4,11.190000000000001,0.16999999999999998,0
2355,James Martinez,Japan,20,2025-03-20,Basic,False,12,1,2.46,0.18,0
2356,Kelly Harris,United Kingdom,47,2025-01-09,Gold,True,33,1,10.63,0.12,0
2357,Megan Gregory,Australia,38,2025-12-18,Platinum,True,29,0,17.31,0.12,0
2358,Mr. James Aguilar,United Kingdom,52,2024-11-07,Gold,True,44,3,11.51,0.16999999999999998,0
2359,John Mccormick,Germany,23,2025-11-10,Gold,True,52,3,12.15,0.16999999999999998,0
2360,Jeffery Wells,United Kingdom,45,2026-02-17,Gold,True,37,4,10.95,0.16999999999999998,0
2361,Sabrina Pollard,United Kingdom,49,2025-10-05,Basic,False,22,0,3.26,0.18,0
2362,Eric Harrison,United States,59,2024-07-27,Basic,False,20,0,3.1,0.18,0
2363,Mrs. Katherine Williams,United Kingdom,54,2025-12-10,Silver,True,39,1,7.11,0.12,0
2364,Chris Gilbert,Germany,42,2025-01-13,Silver,True,44,3,7.51,0.16999999999999998,0
2365,Joseph Martinez,Germany,49,2025-09-14,Platinum,True,43,5,18.43,0.16999999999999998,0
2366,Brittany Irwin,United Kingdom,52,2024-07-10,Basic,False,18,0,2.94,0.18,0
2367,Andrew Adams,United Kingdom,39,2026-04-27,Basic,False,10,0,2.3,0.18,1
2368,Erin Melendez,Germany,41,2025-10-25,Silver,True,58,1,8.629999999999999,0.12,1
2369,Laura Lewis,United Kingdom,56,2025-05-18,Platinum,True,51,4,19.07,0.16999999999999998,0
2370,Alexander Stewart,Japan,47,2025-06-13,Basic,False,12,0,2.46,0.18,1
2371,Roberta Alexander,France,49,2025-10-31,Basic,False,15,1,2.7,0.18,0
2372,Andrew Perez,Singapore,48,2025-08-23,Basic,False,17,0,2.8600000000000003,0.18,0
2373,Robert Hill,Japan,40,2024-12-20,Basic,False,22,0,3.26,0.18,0
2374,Kyle Jones,United States,57,2024-11-16,Basic,False,21,1,3.1799999999999997,0.18,1
2375,Elaine Martinez,Japan,50,2025-07-19,Basic,False,12,0,2.46,0.18,0
2376,Carl Johnston,United Kingdom,42,2025-03-06,Gold,True,45,2,11.59,0.12,0
2377,William Hernandez,United Kingdom,53,2025-11-18,Basic,False,21,2,3.1799999999999997,0.18,0
2378,Eileen English,Singapore,41,2025-03-04,Basic,False,15,0,2.7,0.18,0
2379,Christina Mccormick,United States,48,2025-08-26,Gold,True,50,3,11.99,0.16999999999999998,0
2380,Tyler Fuller,Singapore,56,2026-01-19,Platinum,True,41,0,18.27,0.12,0
2381,Kristi Potts,Singapore,63,2025-12-01,Platinum,True,42,1,18.35,0.12,0
2382,Keith Ward,Australia,30,2025-01-27,Basic,False,13,0,2.54,0.18,0
2383,Angela Wang,Australia,27,2025-07-14,Platinum,True,51,0,19.07,0.12,1
2384,Terri Carroll,United States,40,2026-02-18,Basic,False,24,0,3.42,0.18,1
2385,Cathy Wiley,United Kingdom,35,2025-05-22,Silver,True,36,2,6.87,0.12,0
2386,Tamara Miller,Germany,49,2025-05-08,Silver,True,50,1,7.99,0.12,0
2387,Katherine Gonzalez,United States,50,2024-10-01,Basic,False,17,0,2.8600000000000003,0.18,0
2388,Melody Perez,France,53,2025-05-22,Basic,False,23,0,3.34,0.18,0
2389,Alice Manning,Japan,45,2024-10-22,Basic,False,18,2,2.94,0.18,0
2390,Joseph Bass,Japan,33,2025-05-09,Gold,True,34,2,10.71,0.12,0
2391,Amanda Hart,United States,33,2025-07-03,Basic,False,22,1,3.26,0.18,0
2392,Denise Charles,United Kingdom,35,2026-01-15,Silver,True,57,1,8.55,0.12,0
2393,Matthew Walter,United States,25,2026-01-11,Basic,False,19,0,3.02,0.18,0
2394,Renee Wallace,United Kingdom,59,2025-05-02,Basic,False,16,0,2.7800000000000002,0.18,0
2395,Virginia Kelly,Australia,33,2025-08-26,Platinum,True,39,2,18.11,0.12,0
2396,Jason Goodman,United Kingdom,28,2025-07-07,Silver,True,46,2,7.67,0.12,0
2397,Dylan Dalton,United Kingdom,23,2024-10-28,Platinum,True,50,1,18.990000000000002,0.12,1
2398,Tracy Perez,United Kingdom,18,2025-11-11,Basic,False,17,1,2.8600000000000003,0.18,0
2399,Mrs. Jasmine Smith MD,France,29,2026-05-09,Basic,False,15,0,2.7,0.18,0
2400,Adam Diaz,France,55,2026-03-28,Basic,False,17,0,2.8600000000000003,0.18,0
2401,Jason Davis,United Kingdom,45,2025-05-04,Basic,False,11,1,2.38,0.18,0
2402,Kimberly Robertson,United Kingdom,62,2025-02-14,Basic,False,21,1,3.1799999999999997,0.18,0
2403,Russell Guerra,United States,34,2026-01-18,Silver,True,40,0,7.19,0.12,0
2404,Kim Lowery,United Kingdom,18,2025-02-10,Basic,False,22,3,3.26,0.22999999999999998,0
2405,Robert Harris,Japan,49,2024-07-21,Basic,False,16,0,2.7800000000000002,0.18,1
2406,Lisa Cooper,France,25,2025-09-15,Basic,False,24,2,3.42,0.18,1
2407,Allison Jones,United States,57,2025-07-19,Basic,False,14,0,2.62,0.18,0
2408,Ashley Smith,United Kingdom,60,2026-05-15,Silver,True,47,2,7.75,0.12,0
2409,Angel Page,Canada,63,2025-07-19,Basic,False,19,0,3.02,0.18,0
2410,Sandra Oconnor,United States,41,2024-07-30,Basic,False,23,2,3.34,0.18,0
2411,Brent Zuniga,Japan,27,2025-04-12,Basic,False,19,0,3.02,0.18,0
2412,Sarah Rosales,United Kingdom,64,2026-07-01,Gold,True,36,2,10.870000000000001,0.12,0
2413,Sean Carson,Germany,56,2025-09-03,Platinum,True,39,1,18.11,0.12,0
2414,Jordan Gonzalez,United Kingdom,56,2025-03-22,Silver,True,49,4,7.91,0.16999999999999998,0
2415,Veronica Villarreal,Germany,27,2025-03-26,Basic,False,25,0,3.5,0.18,0
2416,Daniel Palmer,Canada,53,2025-07-18,Basic,False,18,1,2.94,0.18,0
2417,Kari Boyd,United States,42,2025-10-18,Silver,True,38,1,7.03,0.12,0
2418,Eric Blackburn,United Kingdom,27,2026-02-21,Platinum,True,45,2,18.59,0.12,0
2419,Harold Martin,United Kingdom,36,2025-07-09,Platinum,True,42,0,18.35,0.12,0
2420,Christy Stevenson,United States,63,2024-12-25,Gold,True,48,1,11.83,0.12,1
2421,John Hancock,United Kingdom,62,2025-12-02,Basic,False,16,0,2.7800000000000002,0.18,0
